gameId,team,year,round,playerId,playerName,gameNumber,Disposals,Kicks,Marks,Handballs,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50s,Clearances,Clangers,Frees,Frees Against,Brownlow Votes,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists,% Played,Subs
2021R2309,North Melbourne,2021,R23,2012874022,"Walker, Josh",123,8,5,1,3,1,0,4,1,0,2,0,3,1,0,0,4,4,0,0,0,0,0,75,-
2021R2309,North Melbourne,2021,R23,2017901846,"Zurhaar, Cameron",64,6,6,3,0,0,0,0,2,0,1,0,2,2,1,0,3,4,0,2,1,0,1,52,Off
2021R2301,Port Adelaide,2021,R23,2016655002,"Aliir, Aliir",86,12,11,8,1,0,0,0,4,4,1,0,0,2,0,0,5,6,3,0,6,0,0,98,-
2021R2301,Port Adelaide,2021,R23,2015653134,"Amon, Karl",100,19,16,6,3,0,2,0,4,0,5,2,1,2,0,0,4,18,0,0,2,1,1,81,-
2021R2301,Port Adelaide,2021,R23,2021663355,"Bergman, Miles",21,14,10,7,4,0,0,0,1,0,1,1,1,0,0,0,3,11,0,0,0,0,0,85,-
2021R2301,Port Adelaide,2021,R23,2007664906,"Boak, Travis",304,31,18,5,13,2,3,0,4,0,6,4,3,0,0,3,11,22,1,2,3,0,1,81,-
2021R2301,Port Adelaide,2021,R23,2016662686,"Bonner, Riley",63,24,17,11,7,0,0,0,2,3,1,1,3,1,1,0,2,21,0,0,1,0,0,85,-
2021R2301,Port Adelaide,2021,R23,2016669115,"Burton, Ryan",93,18,13,7,5,0,0,0,4,3,4,0,2,0,1,0,3,14,1,0,3,0,0,78,-
2021R2301,Port Adelaide,2021,R23,2019663639,"Butters, Zak",46,18,9,4,9,0,0,0,1,1,2,3,8,0,3,0,4,14,0,0,2,2,2,83,-
2021R2301,Port Adelaide,2021,R23,2016664470,"Byrne-Jones, Darcy",127,16,13,4,3,0,0,0,0,1,5,4,1,2,0,0,9,8,0,0,4,1,0,74,-
2021R2301,Port Adelaide,2021,R23,2011685707,"Dixon, Charlie",175,9,5,2,4,0,0,6,0,0,0,0,5,0,1,0,5,3,1,0,2,0,0,95,-
2021R2301,Port Adelaide,2021,R23,2019689522,"Drew, Willem",32,14,5,1,9,0,0,0,6,1,2,1,5,0,3,0,4,9,0,0,1,0,1,64,-
2021R2301,Port Adelaide,2021,R23,2019688399,"Duursma, Xavier",44,18,10,5,8,0,0,0,2,1,2,2,1,3,0,0,7,11,1,1,0,0,0,79,-
2021R2301,Port Adelaide,2021,R23,2020717789,"Georgiades, Mitch",28,7,5,2,2,0,1,0,4,0,0,0,1,3,0,0,3,3,0,1,0,0,0,41,Off
2021R2301,Port Adelaide,2021,R23,2007719318,"Gray, Robbie",253,25,13,3,12,2,0,0,3,0,3,6,3,4,0,1,16,8,0,1,1,0,1,78,-
2021R2301,Port Adelaide,2021,R23,2017722204,"Houston, Dan",98,20,10,5,10,0,0,0,2,2,0,0,0,0,0,0,4,16,0,0,0,1,0,82,-
2021R2301,Port Adelaide,2021,R23,2011746753,"Jonas, Tom",180,16,13,9,3,0,0,0,1,5,0,0,0,1,0,0,4,11,1,0,6,0,0,94,-
2021R2301,Port Adelaide,2021,R23,2019763449,"Ladhams, Peter",30,8,4,4,4,2,0,5,1,0,2,1,0,0,0,0,4,3,1,2,1,0,0,77,-
2021R2301,Port Adelaide,2021,R23,2011765875,"Lycett, Scott",126,22,8,2,14,0,1,40,1,1,1,5,2,1,2,0,11,12,0,0,1,0,0,80,-
2021R2301,Port Adelaide,2021,R23,2017771202,"Marshall, Todd",53,12,9,8,3,0,2,0,2,1,1,0,1,1,0,0,5,7,1,3,2,0,0,70,-
2021R2301,Port Adelaide,2021,R23,2013773131,"Mayes, Sam",118,4,1,2,3,0,0,0,2,0,1,0,1,0,1,0,3,1,1,0,1,0,0,36,On
2021R2301,Port Adelaide,2021,R23,2011773387,"McKenzie, Trent",137,19,16,9,3,0,0,0,5,6,1,0,3,0,0,0,4,12,1,0,6,0,0,89,-
2021R2301,Port Adelaide,2021,R23,2010777559,"Motlop, Steven",201,13,7,2,6,0,1,0,4,1,4,0,3,2,0,0,4,9,0,1,0,0,0,76,-
2021R2301,Port Adelaide,2021,R23,2019822304,"Rozee, Connor",57,21,12,6,9,2,1,0,2,0,3,1,3,0,2,0,6,14,1,2,2,0,2,92,-
2021R2301,Port Adelaide,2021,R23,2013873126,"Wines, Ollie",180,34,14,2,20,1,0,0,9,3,5,4,3,1,1,2,17,18,0,0,0,0,0,80,-
2021R2302,Richmond,2021,R23,2020654979,"Aarts, Jake",35,4,3,1,1,0,1,0,2,0,2,2,0,1,0,0,2,2,0,0,0,0,1,12,On
2021R2302,Richmond,2021,R23,2010658214,"Astbury, David",155,20,12,13,8,0,0,0,2,3,0,0,3,1,2,0,5,14,1,0,4,0,0,98,-
2021R2302,Richmond,2021,R23,2018663038,"Baker, Liam",64,12,9,5,3,0,1,0,1,2,3,1,2,0,1,0,4,8,0,1,1,0,2,81,-
2021R2302,Richmond,2021,R23,2017662192,"Bolton, Shai",67,14,11,6,3,2,0,0,2,0,5,0,3,1,1,0,6,8,1,2,1,2,0,91,-
2021R2302,Richmond,2021,R23,2016673772,"Castagna, Jason",118,11,6,5,5,1,1,0,0,0,4,0,2,0,0,0,3,9,0,1,2,0,1,81,-
2021R2302,Richmond,2021,R23,2016676375,"Chol, Mabior",31,7,5,4,2,1,1,4,3,0,1,1,0,0,0,0,3,3,1,2,0,0,0,50,-
2021R2302,Richmond,2021,R23,2019679542,"Coleman-Jones, Callum",9,9,4,3,5,0,0,12,4,1,2,2,3,0,3,0,7,4,2,0,2,0,0,68,-
2021R2302,Richmond,2021,R23,2021677886,"Collier-Dawkins, Riley",9,19,10,3,9,0,0,0,1,2,3,5,2,0,1,0,8,11,0,0,1,0,0,64,-
2021R2302,Richmond,2021,R23,2020682831,"Dow, Thomson",7,15,6,3,9,0,0,0,1,0,1,0,2,0,0,0,2,13,0,0,1,0,0,69,Off
2021R2302,Richmond,2021,R23,2017716913,"Graham, Jack",77,17,14,3,3,0,1,0,5,3,3,3,2,2,1,0,8,11,0,0,1,1,0,91,-
2021R2302,Richmond,2021,R23,2010719510,"Grimes, Dylan",192,21,12,9,9,0,0,0,2,1,0,1,2,2,1,0,7,13,2,0,5,0,0,88,-
2021R2302,Richmond,2021,R23,2011769877,"Lynch, Tom",193,16,13,7,3,3,3,0,2,0,2,0,2,3,1,0,10,6,3,5,3,0,1,93,-
2021R2302,Richmond,2021,R23,2021778106,"Martyn, Will",3,14,10,5,4,0,0,0,2,0,2,2,2,0,1,0,4,10,0,0,1,0,0,77,-
2021R2302,Richmond,2021,R23,2015771823,"McIntosh, Kamdyn",125,16,10,5,6,0,0,0,5,2,2,1,2,1,2,0,5,12,0,0,1,0,0,83,-
2021R2302,Richmond,2021,R23,2021778136,"Miller, Ben",1,6,4,2,2,0,0,0,0,2,0,0,0,1,0,0,5,3,0,0,8,0,0,93,-
2021R2302,Richmond,2021,R23,2019801558,"Parker, Matthew",25,9,6,3,3,0,0,0,4,1,2,0,3,0,1,0,2,6,0,0,2,0,1,84,-
2021R2302,Richmond,2021,R23,2019805439,"Pickett, Marlion",38,13,10,8,3,0,1,0,0,0,5,0,2,0,0,0,5,8,1,1,0,2,1,83,-
2021R2302,Richmond,2021,R23,2007822538,"Riewoldt, Jack",305,12,6,4,6,3,0,0,0,0,3,0,3,0,1,0,8,5,1,2,2,0,0,93,-
2021R2302,Richmond,2021,R23,2016827316,"Rioli, Daniel",114,19,8,3,11,0,0,0,3,1,1,1,0,0,0,0,6,12,0,0,1,0,0,75,-
2021R2302,Richmond,2021,R23,2019827224,"Ross, Jack",29,24,13,5,11,0,0,0,4,3,6,4,1,1,0,0,11,12,1,0,2,0,0,79,-
2021R2302,Richmond,2021,R23,2016835840,"Short, Jayden",114,26,19,9,7,0,0,0,1,3,4,0,1,0,0,0,5,20,0,0,3,0,0,85,-
2021R2302,Richmond,2021,R23,2019838360,"Stack, Sydney",33,15,9,3,6,2,0,0,3,2,0,1,4,1,0,0,5,11,1,1,2,0,0,73,-
2021R2302,Richmond,2021,R23,2013864952,"Vlastuin, Nick",173,20,10,6,10,0,0,0,4,7,2,1,4,2,2,0,6,12,0,0,3,0,0,88,-
2021R2307,St Kilda,2021,R23,2017669102,"Butler, Dan",86,7,7,1,0,2,0,0,5,0,4,0,1,1,1,0,3,4,0,0,2,3,1,87,-
2021R2307,St Kilda,2021,R23,2020667484,"Byrnes, Ryan",17,7,6,4,1,0,0,0,1,3,1,0,0,0,0,0,2,5,0,0,0,0,0,22,On
2021R2307,St Kilda,2021,R23,2020665793,"Bytel, Jack",16,17,10,2,7,2,0,0,7,1,2,3,6,1,2,0,6,13,0,0,1,0,0,88,-
2021R2307,St Kilda,2021,R23,2021672637,"Clavarino, Oscar",5,7,6,4,1,0,0,0,3,1,0,0,2,0,1,0,1,6,1,0,5,0,0,81,-
2021R2307,St Kilda,2021,R23,2018671121,"Coffield, Nick",52,21,17,7,4,0,0,0,4,2,3,0,1,3,0,0,6,15,0,0,1,1,0,86,-
2021R2307,St Kilda,2021,R23,2013674392,"Crouch, Brad",115,28,14,5,14,0,0,0,4,3,3,2,4,1,0,0,10,18,0,0,2,0,0,76,-
2021R2307,St Kilda,2021,R23,2009726698,"Hannebery, Dan",223,22,9,2,13,0,0,0,1,2,1,6,5,0,0,0,10,12,0,0,0,0,0,58,-
2021R2307,St Kilda,2021,R23,2018729702,"Higgins, Jack",62,21,10,5,11,2,0,0,1,0,1,0,2,1,2,0,8,13,1,1,0,0,1,85,-
2021R2307,St Kilda,2021,R23,2012727078,"Hill, Bradley",190,19,12,4,7,0,0,0,2,5,1,0,4,0,1,0,0,15,0,0,0,1,1,64,Off
2021R2307,St Kilda,2021,R23,2016728510,"Howard, Dougal",85,11,8,6,3,0,0,0,1,3,1,1,1,0,0,0,3,8,0,0,10,0,0,95,-
2021R2307,St Kilda,2021,R23,2021729078,"Hunter, Paul",7,4,1,0,3,0,0,16,6,0,4,4,1,1,0,0,6,1,0,0,7,0,1,61,-
2021R2307,St Kilda,2021,R23,2014745540,"Jones, Zak",119,28,12,3,16,0,0,0,4,4,3,3,2,2,0,0,8,20,0,0,1,3,2,75,-
2021R2307,St Kilda,2021,R23,2013759685,"Kent, Dean",98,17,8,4,9,2,0,0,2,0,4,0,3,0,0,0,4,14,0,1,1,2,0,82,-
2021R2307,St Kilda,2021,R23,2017766216,"Long, Ben",60,6,5,2,1,0,0,0,6,3,2,1,1,1,1,0,4,2,0,0,4,0,1,88,-
2021R2307,St Kilda,2021,R23,2017772591,"Marshall, Rowan",65,21,12,5,9,2,1,13,7,0,2,3,4,3,3,2,12,13,2,1,2,0,1,74,-
2021R2307,St Kilda,2021,R23,2015776577,"McKenzie, Daniel",61,16,8,5,8,0,0,0,0,1,2,2,1,1,0,0,3,12,0,1,1,0,0,59,-
2021R2307,St Kilda,2021,R23,2014777376,"Membrey, Tim",131,16,13,9,3,3,2,1,1,0,4,1,3,0,1,0,3,14,1,5,1,0,0,92,-
2021R2307,St Kilda,2021,R23,2012821790,"Ross, Sebastian",160,14,6,2,8,0,0,0,3,0,0,1,2,1,0,0,3,11,0,0,1,1,1,86,-
2021R2307,St Kilda,2021,R23,2021839564,"Sharman, Cooper",5,15,11,6,4,4,1,2,2,0,2,0,3,0,0,1,6,9,4,4,0,0,1,93,-
2021R2307,St Kilda,2021,R23,2015834201,"Sinclair, Jack",119,22,11,8,11,0,0,0,0,1,3,1,0,0,0,0,5,17,0,0,1,4,1,82,-
2021R2307,St Kilda,2021,R23,2015835970,"Steele, Jack",119,36,17,7,19,0,1,0,6,6,6,6,8,5,2,3,17,19,0,0,3,0,0,92,-
2021R2307,St Kilda,2021,R23,2013872622,"Webster, Jimmy",113,18,12,9,6,0,0,0,0,3,2,0,1,0,0,0,5,11,1,0,0,0,0,77,-
2021R2307,St Kilda,2021,R23,2019871580,"Wilkie, Callum",63,13,8,5,5,0,0,0,3,5,1,0,1,0,1,0,2,11,0,0,7,0,0,94,-
2021R2303,Sydney,2021,R23,2021672027,"Campbell, Braeden",8,8,5,1,3,0,1,0,1,0,0,0,1,0,0,0,3,5,0,1,1,0,1,80,-
2021R2303,Sydney,2021,R23,2012674793,"Cunningham, Harry",150,14,10,3,4,0,0,0,1,3,0,0,2,2,1,0,3,10,0,0,1,0,0,82,-
2021R2303,Sydney,2021,R23,2017687056,"Dawson, Jordan",63,33,24,16,9,1,1,0,3,3,8,1,4,1,0,3,7,27,1,2,2,1,2,81,-
2021R2303,Sydney,2021,R23,2017702539,"Florent, Oliver",92,21,14,7,7,0,0,0,0,4,3,1,2,0,0,0,8,12,1,0,1,3,0,80,-
2021R2303,Sydney,2021,R23,2017701570,"Fox, Robbie",52,7,4,2,3,0,0,1,0,0,1,1,1,0,0,0,2,5,0,1,1,1,2,25,On
2021R2303,Sydney,2021,R23,2005708162,"Franklin, Lance",317,13,9,7,4,6,2,0,5,1,3,1,5,1,2,1,5,10,2,5,2,0,0,75,-
2021R2303,Sydney,2021,R23,2021712929,"Gulden, Errol",17,19,16,9,3,1,0,0,4,4,5,1,1,1,0,0,5,13,1,0,1,0,0,78,-
2021R2303,Sydney,2021,R23,2017724516,"Hayward, Will",88,12,10,5,2,0,2,0,2,0,4,0,3,0,1,0,4,8,0,2,2,0,1,91,-
2021R2303,Sydney,2021,R23,2015728707,"Heeney, Isaac",128,20,12,6,8,3,1,0,2,0,5,2,2,2,0,0,11,10,1,2,2,2,3,83,-
2021R2303,Sydney,2021,R23,2016726232,"Hewett, George",119,23,10,6,13,0,0,0,6,0,6,2,2,1,1,0,8,16,0,0,0,0,2,86,-
2021R2303,Sydney,2021,R23,2011729980,"Hickey, Tom",122,18,9,2,9,1,0,25,7,1,6,4,4,4,0,0,13,6,0,0,3,0,1,72,-
2021R2303,Sydney,2021,R23,2014767931,"Lloyd, Jake",175,36,22,8,14,0,0,0,0,8,2,0,2,1,1,2,6,26,0,0,2,2,1,86,-
2021R2303,Sydney,2021,R23,2018776402,"McCartin, Tom",69,12,8,5,4,0,0,0,0,2,0,0,0,2,0,0,4,9,0,0,6,0,0,93,-
2021R2303,Sydney,2021,R23,2019779724,"McInerney, Justin",30,29,22,13,7,0,0,0,0,2,2,0,3,0,0,0,3,26,0,0,2,1,1,83,-
2021R2303,Sydney,2021,R23,2019773410,"McLean, Hayden",21,10,8,6,2,2,1,6,4,0,1,1,2,0,0,0,3,7,1,4,5,0,0,86,-
2021R2303,Sydney,2021,R23,2017773724,"Melican, Lewis",51,10,8,1,2,0,0,0,2,1,0,0,2,1,1,0,5,4,1,0,7,0,0,82,-
2021R2303,Sydney,2021,R23,2016773830,"Mills, Callum",110,18,5,5,13,1,0,0,4,0,2,0,1,0,0,0,7,11,0,0,0,0,0,51,Off
2021R2303,Sydney,2021,R23,2018799068,"ORiordan, Colin",28,12,8,4,4,0,0,0,1,1,0,0,2,1,0,0,4,8,1,0,3,0,0,79,-
2021R2303,Sydney,2021,R23,2016803212,"Papley, Tom",121,15,13,7,2,3,1,0,0,0,3,2,3,1,1,0,5,9,1,5,1,0,2,81,-
2021R2303,Sydney,2021,R23,2011807692,"Parker, Luke",234,23,11,3,12,0,0,0,5,1,3,9,3,4,1,0,16,8,1,0,2,0,0,85,-
2021R2303,Sydney,2021,R23,2013825860,"Rampe, Dane",189,17,13,4,4,0,0,0,1,8,0,0,2,0,1,0,6,8,2,0,2,0,0,90,-
2021R2303,Sydney,2021,R23,2019826450,"Rowbottom, James",44,18,9,5,9,1,0,0,1,0,1,2,5,0,3,0,3,15,0,1,1,0,1,82,-
2021R2303,Sydney,2021,R23,2020879009,"Wicks, Sam",28,9,5,4,4,2,0,0,2,1,0,0,2,0,2,0,1,8,0,1,2,1,0,69,-
2021R2304,West Coast,2021,R23,2018659713,"Allen, Oscar",59,7,5,2,2,1,0,0,1,1,1,0,0,0,0,0,2,4,0,1,3,0,1,55,Off
2021R2304,West Coast,2021,R23,2015662872,"Barrass, Tom",99,9,7,5,2,0,0,0,0,2,2,0,0,0,0,0,4,6,2,0,13,0,0,94,-
2021R2304,West Coast,2021,R23,2018661796,"Brander, Jarrod",22,14,8,5,6,0,0,0,2,0,3,1,3,0,0,0,3,11,0,0,1,1,0,85,-
2021R2304,West Coast,2021,R23,2016676071,"Cole, Tom",78,10,6,4,4,0,0,0,2,0,1,0,5,0,3,0,2,8,0,0,2,0,0,86,-
2021R2304,West Coast,2021,R23,2011671975,"Cripps, Jamie",199,13,10,3,3,2,0,0,4,0,0,1,2,1,1,0,4,9,0,0,1,0,2,92,-
2021R2304,West Coast,2021,R23,2011688430,"Darling, Jack",236,11,7,6,4,3,2,0,3,0,2,0,3,1,1,0,4,7,1,4,2,0,0,96,-
2021R2304,West Coast,2021,R23,2020698920,"Edwards, Harry",11,6,5,2,1,0,0,0,1,4,0,0,1,0,1,0,3,2,1,0,12,0,0,88,-
2021R2304,West Coast,2021,R23,2020702375,"Foley, Luke",7,12,10,4,2,0,0,0,2,5,1,2,4,0,1,0,7,6,1,0,3,0,0,84,-
2021R2304,West Coast,2021,R23,2011712726,"Gaff, Andrew",236,15,10,3,5,0,0,0,5,4,4,2,2,1,1,0,6,9,1,0,0,0,0,76,-
2021R2304,West Coast,2021,R23,2013728891,"Hutchings, Mark",120,13,7,3,6,0,0,0,1,0,2,2,3,0,0,0,3,8,0,0,1,0,1,81,-
2021R2304,West Coast,2021,R23,2018744900,"Jones, Jamaine",24,7,5,1,2,1,0,0,8,1,4,1,2,2,2,0,4,3,0,1,1,0,1,81,-
2021R2304,West Coast,2021,R23,2009787123,"Naitanui, Nic",205,24,9,1,15,0,0,53,2,0,6,11,7,4,2,0,22,3,1,0,2,0,1,73,-
2021R2304,West Coast,2021,R23,2015788609,"Nelson, Jackson",89,12,11,2,1,0,0,0,1,6,0,1,2,0,1,0,5,5,0,0,2,0,0,82,-
2021R2304,West Coast,2021,R23,2018804230,"Petruccelle, Jack",46,4,3,2,1,0,0,0,0,0,1,0,2,0,2,0,2,2,0,1,0,0,1,24,On
2021R2304,West Coast,2021,R23,2019824307,"Rotham, Josh",33,13,8,8,5,0,0,0,4,1,3,0,1,1,0,0,6,8,1,0,5,0,0,86,-
2021R2304,West Coast,2021,R23,2018829119,"Ryan, Liam",69,13,9,4,4,3,1,0,1,1,5,1,1,1,0,0,4,7,0,1,1,1,1,87,-
2021R2304,West Coast,2021,R23,2014839842,"Sheed, Dom",141,23,12,4,11,0,0,0,0,1,5,6,4,1,2,0,9,16,0,1,2,1,1,86,-
2021R2304,West Coast,2021,R23,2010833473,"Shuey, Luke",221,34,22,2,12,0,0,0,1,4,7,12,6,3,0,0,16,17,0,0,6,3,1,75,-
2021R2304,West Coast,2021,R23,2011864351,"Vardy, Nathan",77,6,3,2,3,2,0,7,1,0,1,0,2,0,1,0,2,4,1,2,5,0,0,62,-
2021R2304,West Coast,2021,R23,2018874605,"Waterman, Jake",53,12,9,4,3,1,0,0,0,1,2,0,2,1,1,0,6,7,1,1,2,0,0,77,-
2021R2304,West Coast,2021,R23,2021872717,"West, Connor",5,10,4,2,6,0,1,0,2,0,1,1,3,0,2,0,6,4,1,1,2,0,1,79,-
2021R2304,West Coast,2021,R23,2017878846,"Witherden, Alex",68,24,20,5,4,0,0,0,4,9,0,0,4,1,2,0,4,11,0,0,0,2,0,76,-
2021R2304,West Coast,2021,R23,2012897871,"Yeo, Elliot",177,30,18,1,12,0,2,0,6,2,6,5,4,1,1,1,17,12,1,0,3,0,0,76,-
2021R2301,Western Bulldogs,2021,R23,2014665253,"Bontempelli, Marcus",167,15,11,3,4,1,0,4,5,2,4,4,5,1,1,0,7,9,0,0,3,0,1,82,-
2021R2301,Western Bulldogs,2021,R23,2015679832,"Cordy, Zaine",102,6,4,0,2,0,0,0,3,3,0,0,0,1,0,0,2,3,0,0,8,0,0,100,-
2021R2301,Western Bulldogs,2021,R23,2015684036,"Dale, Bailey",81,25,21,3,4,0,0,0,1,7,0,0,3,0,2,0,3,15,0,0,3,0,1,85,-
2021R2301,Western Bulldogs,2021,R23,2015685477,"Daniel, Caleb",130,24,19,3,5,0,0,0,1,8,0,0,0,0,0,0,6,12,0,0,1,4,1,77,-
2021R2301,Western Bulldogs,2021,R23,2016686128,"Dunkley, Josh",89,17,7,3,10,1,0,0,4,2,1,4,2,0,1,0,7,10,0,0,2,1,0,68,-
2021R2301,Western Bulldogs,2021,R23,2013682780,"Duryea, Taylor",156,15,12,3,3,0,0,0,2,2,1,1,3,3,1,0,7,9,0,0,5,0,0,75,-
2021R2301,Western Bulldogs,2021,R23,2017691632,"English, Tim",65,9,7,6,2,2,0,1,0,1,1,0,4,0,2,0,3,7,1,1,3,1,0,84,-
2021R2301,Western Bulldogs,2021,R23,2017729930,"Hannan, Mitch",63,11,6,5,5,0,0,0,5,0,3,0,1,1,0,0,5,6,1,0,0,1,0,76,-
2021R2301,Western Bulldogs,2021,R23,2013723481,"Hunter, Lachie",159,22,17,10,5,1,2,0,3,1,4,1,4,0,1,0,2,21,0,2,5,0,2,85,-
2021R2301,Western Bulldogs,2021,R23,2012749203,"Johannisen, Jason",164,6,5,3,1,1,0,0,1,0,2,0,0,0,0,0,2,4,0,0,0,1,0,80,-
2021R2301,Western Bulldogs,2021,R23,2017759851,"Keath, Alex",68,8,3,3,5,0,0,0,1,1,0,0,0,0,0,0,6,2,1,0,6,0,0,100,-
2021R2301,Western Bulldogs,2021,R23,2011766698,"Liberatore, Tom",169,17,7,1,10,0,0,0,5,0,2,4,3,3,1,0,10,6,0,0,3,0,0,80,-
2021R2301,Western Bulldogs,2021,R23,2013773561,"Macrae, Jack",181,29,16,8,13,0,0,0,6,1,4,4,4,0,1,0,8,21,0,0,0,0,1,81,-
2021R2301,Western Bulldogs,2021,R23,2018781136,"Naughton, Aaron",74,8,5,5,3,1,0,0,1,0,1,0,3,0,1,0,4,5,2,1,2,0,0,90,-
2021R2301,Western Bulldogs,2021,R23,2016839938,"Schache, Josh",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2021R2301,Western Bulldogs,2021,R23,2019836618,"Smith, Bailey",63,25,14,3,11,0,0,0,4,1,7,2,6,2,2,0,9,16,0,0,0,0,0,82,-
2021R2301,Western Bulldogs,2021,R23,2015835077,"Smith, Roarke",33,13,7,5,6,0,0,0,5,1,0,1,2,1,2,0,5,8,2,0,2,0,0,81,-
2021R2301,Western Bulldogs,2021,R23,2012841186,"Treloar, Adam",186,20,10,5,10,1,0,0,1,1,3,4,3,0,0,0,12,10,1,1,3,0,0,72,-
2021R2301,Western Bulldogs,2021,R23,2020867730,"Vandermeer, Laitham",19,14,8,6,6,1,0,0,2,0,2,0,2,1,0,0,4,10,0,0,1,0,0,79,-
2021R2301,Western Bulldogs,2021,R23,2020874392,"Weightman, Cody",16,10,6,2,4,1,1,0,0,0,2,0,2,1,1,0,7,3,1,1,1,0,2,83,-
2021R2301,Western Bulldogs,2021,R23,2016873012,"Williams, Bailey",78,13,8,5,5,0,0,0,2,5,1,1,1,0,1,0,5,9,0,0,4,0,0,80,-
2021R2301,Western Bulldogs,2021,R23,2009879614,"Wood, Easton",184,13,6,5,7,0,0,0,0,2,1,0,6,0,4,0,8,5,1,0,1,0,0,84,-
2021R2301,Western Bulldogs,2021,R23,2017899644,"Young, Lewis",22,14,4,4,10,0,0,13,2,2,4,2,3,1,2,0,9,5,2,0,1,0,0,77,-
